connector_id	component_id	search_radius	candidate_rank	direction	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	from_instance	to_instance	validation_status	path_length	path_segments	source_refs
bridge.68a0fda39e99906b9d5f2deb	component.6ed5189c1ad34dcd97c5af56	32768	7	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.ingress.orc.03	-50719	-84960	-8320	-56728	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.68d1868e9d0645d1ab0ff69f	component.9e6d3547bb369a54417d2a8e	32768	8	F	population.ingress.orc.06	generated.farm.8eacaac16a08449c5372ffbc.anchor	-56682	-113730	-672	-52719	-82961	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.68ebfc5731b434cb77cccd83	component.c8a8b60142ed368a7d7be480	32768	11	F	population.ingress.dark-elf.03	generated.farm.64e1872735f98ad838918703.anchor	28377	10916	-4232	23186	-20161	-2704	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.690dc2c0266bec2f1ec2c4a5	component.635e8cdeb1b598aac805b64c	32768	16	R	talking-island.farming.gludio31-1624-11s	population.farming.human-mystic.20481	-103448	227187	-3672	-86478	251343	-3600	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.6928af6cbe1dbecf03c05507	component.0075e5d7b40ef037d898ed1f	32768	3	R	generated.farm.af6a6553f7f39fcbe2980198.anchor	population.route.orc.a3	-21358	-105037	-1856	-50845	-113715	-168	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.693972ce5f68f5dc65e0f456	component.89c4c607fc4fee76637095fd	16384	5	F	population.ingress.elf.02	generated.farm.519759dffe4a0803b970d3ee.anchor	46117	41247	-3504	48712	55466	-3464	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.694cc501c04d3db8b915f3e8	component.4542949d001791c13737d9b4	8192	6	R	generated.farm.432802d3c2901d9686cb1651.anchor	population.route.human-mystic.a1	-90610	248293	-3568	-89304	249848	-3568	0	0	VALID_PATH	2100	2	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.694d41292100b45fe578fffe	component.ab29092af7d295a3d4416d1e	32768	2	F	population.route.orc.a4	generated.farm.298219c53607a679d1a095b6.anchor	-50077	-115763	-160	-22721	-132248	-712	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.695171a7e1fb83d93326486e	component.79ad21df45b89fa5bb86a4fd	32768	6	F	population.ingress.elf.01	generated.farm.5dc8ced237dc324aa37b6530.anchor	46045	41251	-3504	51605	70249	-3408	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.69797463aae8d1caf6ae4e1d	component.a15eac19b29dbd838fc4cf11	32768	3	R	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	population.ingress.dwarf.01	107302	-145184	-3656	108644	-173947	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.69c484e9c5bf74854b0c7f15	component.c005299f6bcae5c6d8af8bb7	32768	8	F	population.ingress.dark-elf.05	generated.farm.7a05c033eabc7172e800caf4.anchor	28461	11044	-4232	14176	-18036	-3120	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.69c6cb7abbc07811a9ec576c	component.18bacfc235ddd517347d8830	32768	5	R	generated.farm.6cc54f41492a8ebff56a5815.anchor	population.route.dwarf.a4	119130	-144099	-3016	113508	-174203	-608	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6a2cdfc2de7ee23894cf148f	component.cf7fc1a377a3ee4f1cd13c38	8192	8	R	generated.farm.dcbfae7bd58c752ca4f1e7ca.anchor	population.ingress.dwarf.06	108695	-173878	-400	108576	-174122	-408	0	0	VALID_PATH	332	4	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.6a32553cc5258285c5fd746f	component.7b0a8695c70b29d38ea2d7b7	32768	5	R	generated.farm.bf71e830d9839ea5032228a3.anchor	population.ingress.orc.01	-48725	-86968	-8320	-56733	-113459	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.6a4782a40f1a6c316fe6d3cc	component.17d39984ff40b347b4bbe819	8192	8	R	generated.farm.93232e0ce773f62089fe1979.anchor	generated.farm.77743197e238ebb0e1e3eac2.anchor	169568	-193754	-3200	175207	-189475	-2304	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6a60479c4f36f3614609439e	component.7e882b0664c31928ac9f5caa	32768	10	R	generated.farm.12923521d58d7301f63fd56a.anchor	population.ingress.dwarf.01	117133	-149832	-2352	108644	-173947	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.6a8e313e7f5b609f341d011f	component.63defb22486d49c052a69667	32768	16	F	population.ingress.elf.04	generated.farm.0a9b6aeb870068f470d93c4b.anchor	46115	41141	-3504	55857	63041	-3472	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6a993e8b2a435960029847f6	component.34034eda8581571932b22786	8192	1	F	population.route.orc.a3	generated.farm.e72c2c1fdf7715981415fcdb.anchor	-50845	-113715	-168	-49543	-110784	-240	0	0	PATH_SEGMENT_BLOCKED	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.6ab02f199b90542566864c93	component.e9ea386cf0bd55a495081c3d	32768	5	F	population.ingress.elf.05	elven.farming.oren04-2019-08s	46048	41141	-3504	17170	46114	-3568	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6abd032d9281775d1ae1a5cf	component.20a0c83d40a7bb22c26e0395	32768	15	F	population.ingress.dark-elf.01	generated.farm.faefa58426223647157f9577.anchor	28295	11063	-4232	27020	-15861	-2648	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.6ad8e5ab90bbad9053cd64c0	component.e0efb8466cb69704c6f63b79	32768	9	F	population.ingress.dark-elf.06	generated.farm.3bbbcdb43022c7bf23796fb4.anchor	28395	11127	-4232	15590	-17440	-3224	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.6b1c5e51a0a6a0f13fc0e186	component.4542949d001791c13737d9b4	8192	8	F	population.route.human-mystic.a2	generated.farm.432802d3c2901d9686cb1651.anchor	-89144	249976	-3568	-90610	248293	-3568	0	0	VALID_PATH	2256	4	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/Others/Gremlins.xml
bridge.6bc48d4a67694e265d777fdd	component.54cd7d198274de64199ae37f	8192	6	R	generated.farm.9caf3d9715b6ff604306dc10.anchor	population.route.human-fighter.b1	-71338	258393	-3072	-71720	257864	-3112	0	0	PATH_SEGMENT_BLOCKED	0	0	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/HumanFighter.xml|data/spawns/Others/17_25.xml
bridge.6c0e7c2302e54f96f062516c	component.6ed5189c1ad34dcd97c5af56	32768	10	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.route.orc.a4	-50719	-84960	-8320	-50077	-115763	-160	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.6c42ef24898d9571908a5645	component.18c9e4ee0311769668b2eb74	8192	12	R	generated.farm.74718a641fa7e78154fea892.anchor	population.route.kamael.b2	-125620	37399	1176	-124104	37928	1176	0	0	VALID_PATH	1741	2	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/KamaelMaleSoldier.xml|data/stats/players/templates/StartingClass/KamaelFemaleSoldier.xml|data/spawns/Kamael/IsleOfSouls.xml
bridge.6c55ac1742abbf9dc705b533	component.a15eac19b29dbd838fc4cf11	32768	4	R	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	population.route.dwarf.w1	107302	-145184	-3656	108728	-173944	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6c6632edc68301af6d276501	component.cdd71132d5f4e86baaa4d99d	8192	2	R	generated.farm.5a6b2e1025252314c1f156d2.anchor	population.ingress.human-mystic.03	-93369	245699	-3608	-90918	248070	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.6c89829e80571aafc6320986	component.01b441ae383a1b39494050f4	32768	3	R	generated.farm.9cf6fa1ef953b5b33ff9fe37.anchor	population.ingress.dark-elf.03	13666	-12273	-3024	28377	10916	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.6c8a1a8ad5bcb2b30e3e6275	component.4562799c5dc584243d56e35b	32768	7	R	generated.farm.bff7beafbd229e70fb09ec46.anchor	population.ingress.orc.03	-52728	-86971	-8320	-56728	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.6c9c48ddc58e9053c6a10297	component.b0959173bd82d4b722b2be8c	32768	15	R	generated.farm.817474512080c1dba8f8cd5f.anchor	population.ingress.dark-elf.01	23315	-10716	-2648	28295	11063	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.6ca73ef27bcabcf59aa753cb	component.d4f263a6130862446fcab68a	16384	8	R	generated.farm.f9312932904adae788963399.anchor	population.route.dwarf.w2	108605	-160621	-1688	110440	-173944	-528	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6cc5dc7cbd74cd4ed68494e4	component.6b63e9a22c52715dd6894332	8192	4	F	population.ingress.elf.06	generated.farm.68243117d5885fe09a0b57bc.anchor	45978	41196	-3504	43767	37445	-3512	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6d0ef19206dc31f65e369ceb	component.cf7fc1a377a3ee4f1cd13c38	8192	15	R	generated.farm.dcbfae7bd58c752ca4f1e7ca.anchor	population.farming.dwarf.20533	108695	-173878	-400	114966	-172886	-672	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6d8599a97ea767a8b0e5655b	component.43988bed6a656186e489a9b7	32768	13	F	population.ingress.elf.01	generated.farm.4d58dd1be9d4b93272b379ec.anchor	46045	41251	-3504	49877	22679	-5512	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/Oren/SeaOfSpores.xml
bridge.6dcdb9a6493f12d90ab06abd	component.6ed5189c1ad34dcd97c5af56	32768	1	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.route.orc.a3	-50719	-84960	-8320	-50845	-113715	-168	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.6dce3258342ffb0d8e0afb72	component.cf7fc1a377a3ee4f1cd13c38	8192	16	R	generated.farm.dcbfae7bd58c752ca4f1e7ca.anchor	generated.farm.ea72d768f3c8ec3d79c1a530.anchor	108695	-173878	-400	116056	-175091	-1016	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6dd53c137c28252b13f25a4a	component.214784823dfee247eabd4cc1	16384	4	R	generated.farm.e685f7e7994e7e1f1e589631.anchor	population.farming.orc.20535	-37492	-118051	-1712	-49106	-115854	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.6dede1d71b334c12ee44bc95	component.6bccc4ec500087b1b97f6735	32768	6	F	generated.farm.a0a916d344116254f0d4e3f5.anchor	generated.farm.344ed4b05ef5a295354d408a.anchor	31295	61887	-3544	3894	55964	-3528	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6e0f2c2e14eb5d8bc380aa5d	component.17d39984ff40b347b4bbe819	8192	1	R	generated.farm.013f818c1372afc740e3cbc2.anchor	generated.farm.ccd05d96d24167ee9a70c395.anchor	174089	-194394	-3464	173397	-189657	-2016	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6e1bfd99acd83f6b52d56a91	component.9e6d3547bb369a54417d2a8e	32768	9	F	population.ingress.orc.05	generated.farm.8eacaac16a08449c5372ffbc.anchor	-56743	-113757	-672	-52719	-82961	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.6e3d4619c735b569a505c1c0	component.d2768e1382c5c1b8ae3c6408	32768	15	R	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	population.route.dwarf.a4	108605	-150431	-2328	113508	-174203	-608	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6e3f72034f0e6920eb7f7ecd	component.89c4c607fc4fee76637095fd	16384	14	R	generated.farm.57a38f13450e54452b749339.anchor	population.ingress.elf.02	52710	55450	-3320	46117	41247	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.6e3fb522044046f1cbd9b5f6	component.b0959173bd82d4b722b2be8c	32768	6	R	generated.farm.c64e3da0e4c050e99dd0e964.anchor	generated.farm.36714f071123eedc9cac6c05.anchor	25484	-10847	-2480	28436	11041	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Others/Gremlins.xml
bridge.6ee074f2f4211a1dde63037e	component.2c7e3c336954be75db3a7f7d	32768	11	R	generated.farm.9eb7152622bad01eeb33f1c4.anchor	population.route.dark-elf.a3	25906	-16833	-2744	25304	13256	-3648	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.6f00754396c777a467f023cb	component.43988bed6a656186e489a9b7	32768	2	R	generated.farm.88cab6697f22f34bf81c16f7.anchor	population.ingress.elf.05	53010	23851	-5384	46048	41141	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.6f0af539b4ea41d972c933d6	component.89c4c607fc4fee76637095fd	16384	16	F	population.ingress.elf.01	generated.farm.57a38f13450e54452b749339.anchor	46045	41251	-3504	52710	55450	-3320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6f28eb1960662d51186db052	component.a15eac19b29dbd838fc4cf11	32768	9	R	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	population.ingress.dwarf.05	107302	-145184	-3656	108549	-174075	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.6f36659d5e3f748d596eb2b0	component.48e6e689d4d766cfd82dc2e2	16384	2	F	generated.farm.428b85922009e44829ae2db0.anchor	generated.farm.5ee423a52e35fbb905b7ecb0.anchor	46131	41458	-3504	54714	51620	-3592	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.6f3fa4904d63c4a3215b218f	component.18bacfc235ddd517347d8830	32768	2	R	generated.farm.6cc54f41492a8ebff56a5815.anchor	generated.farm.ed8992f2edcbacf7c4f24608.anchor	119130	-144099	-3016	117968	-173208	-432	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.6f46b765af0405b1221b3f2d	component.e04c7af9711cc5dd2a0ac987	16384	10	F	population.route.human-mystic.c1	generated.farm.c566a65e22d07a92230b56a2.anchor	-87848	250568	-3616	-95163	237296	-3408	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.6f61fd5989f0a671682aeba6	component.73f096cfc3045644558d7b95	16384	9	F	population.route.orc.a3	generated.farm.e01582bf8445ea2649168576.anchor	-50845	-113715	-168	-38724	-103067	-3536	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.6f7231adbd9b1ec602da676d	component.6e7449d40cf7c2785c9bf89b	8192	3	R	generated.farm.bfb0335de417bc81a7e9b231.anchor	population.ingress.human-mystic.03	-88052	241579	-3600	-90918	248070	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.6f95777d652fe185403d8f60	component.7e882b0664c31928ac9f5caa	32768	9	R	generated.farm.12923521d58d7301f63fd56a.anchor	population.route.dwarf.w1	117133	-149832	-2352	108728	-173944	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.700b0bffe82ac38423b4d5b4	component.a15eac19b29dbd838fc4cf11	32768	2	F	population.farming.dwarf.20533	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	114966	-172886	-672	107302	-145184	-3656	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.701f19a94cd271f11ede6551	component.a15eac19b29dbd838fc4cf11	32768	13	R	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	population.route.dwarf.i06-w0	107302	-145184	-3656	108616	-174152	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.7036bc22eca60978ed815533	component.e155a1307403cc14572bd687	32768	8	R	generated.farm.420ed35f1a9a3f532e2d6045.anchor	population.ingress.dwarf.06	101973	-149349	-3128	108576	-174122	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.70c8d184cd1a02c0a0f828cf	component.16897e3b9846dd267a30bfc1	32768	1	F	population.route.dark-elf.a1	generated.farm.a5c0bfc2913c1277af9aa4f4.anchor	25992	11112	-3720	21571	-14364	-3104	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.70f55ce200bbf84e7373f9b7	component.e837182a129d9a9bac7e6672	8192	1	F	generated.farm.475038779aaee6a2e82aa06b.anchor	generated.farm.1bc0806803391550b59b5dd7.anchor	175552	-186630	-1280	173413	-187077	-488	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.70fb337341ab247b10166861	component.5170fd1c3e2b6fe2f9af1ad8	8192	2	F	population.ingress.human-mystic.01	generated.farm.54772e1b8c2e8c258ff204b4.anchor	-90875	248162	-3568	-94346	250566	-3552	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.710be782bd91f49b8e61b42c	component.73d0c59f5bdd9014627ebe4f	32768	7	F	population.ingress.elf.02	elven.farming.oren04-2019-07s	46117	41247	-3504	19248	43340	-3712	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.71289ef2a815a3486b7a8fe4	component.c005299f6bcae5c6d8af8bb7	32768	7	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.7a05c033eabc7172e800caf4.anchor	28436	11041	-4232	14176	-18036	-3120	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.7130a39716fd187631cf36dd	component.c4a3508d330e9bb2f8bdfabb	32768	5	F	population.ingress.orc.01	generated.farm.1050dd36c58d668d206a6075.anchor	-56733	-113459	-672	-48721	-84968	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.7138c03b37d53a5d7b084161	component.b8a1ba9dfc02a229569e9998	32768	9	R	generated.farm.c246ebe1e9f6c73e829b2d38.anchor	population.ingress.dark-elf.06	22054	-11514	-2720	28395	11127	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.71423492eee76b0f372fb0cc	component.38e4e0ca1187b4e38d95215c	16384	2	F	generated.farm.40c5f8858df37983d677ac58.anchor	generated.farm.a2800deed7ee43eb47fe16f5.anchor	136935	-202962	-3632	134667	-187537	-2952	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.714a6ae1e930851d21782135	component.d1bd433314f456b9fe85fbdf	32768	2	R	generated.farm.0d7c07144eea5c608cf6c8cf.anchor	population.route.orc.a4	-25035	-119836	-1968	-50077	-115763	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.7158a7cb298ea774dcb71cf0	component.e155a1307403cc14572bd687	32768	12	R	generated.farm.420ed35f1a9a3f532e2d6045.anchor	population.route.dwarf.a1	101973	-149349	-3128	110436	-173947	-528	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.715fbcc8a080f6de247e5b6f	component.ac8aaf293b35ddbae57a8843	8192	7	F	population.ingress.elf.01	generated.farm.0c00c3760a3ec18fa034d798.anchor	46045	41251	-3504	38303	39146	-3576	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.71d840d021db3ea2593b073a	component.de636b0f82c1f5ec50237e13	32768	16	R	generated.farm.c726e41f56667ee82aa4fd6f.anchor	population.route.dwarf.a3	118561	-195056	-3552	112996	-173691	-608	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.71fa98b6cf17625bbbf32d25	component.a15eac19b29dbd838fc4cf11	32768	8	F	population.ingress.dwarf.04	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	108512	-174026	-408	107302	-145184	-3656	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/Others/PlunderousPlains.xml
bridge.71fe493d0b80c47654130710	component.c005299f6bcae5c6d8af8bb7	32768	5	F	population.ingress.dark-elf.01	generated.farm.7a05c033eabc7172e800caf4.anchor	28295	11063	-4232	14176	-18036	-3120	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.722a070ee99bb53e0e5c091a	component.91a9f940fd17192b7296dafb	32768	11	R	generated.farm.2b9973b84571ebc7de64f76c.anchor	population.route.dark-elf.a2	19794	-10621	-2848	25720	11288	-3720	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
