transition_id	from_gk_fact_key	to_destination_fact_key	teleporter_npc_id	teleport_type	destination_name	fee_id	fee_count	condition_summary	source_path	transition_status	reason
transition.8da2a799b0ebd0943590b273	spawn.5374d10b1c24ca1d9b7abce3	dest.2125cf8554de79ab3d5b500f	30848	NOBLES_TOKEN	Anghel Waterfall	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30848.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8da74bb332b911a9ac8bf060	spawn.86b0d293ddbb17f33befc233	dest.4b64a4031d67faa11ec89832	35459	OTHER	East Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Giran/35459.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8de2f319cb420027cb83fdd6	spawn.059e5b56c979c574aceb06da	dest.418757527d0df11551ff2722	30233	NORMAL	Hardins Private Academy	57	3400	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30233.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.8e03a4f3b34391af41665ecd	spawn.e56706b2737cca742f75faa1	dest.073266843b81e3479b8dbf9d	31096	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31096.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8e05020f4f72545f406f5465	spawn.a770efb7978d4b0750493c37	dest.8d3b8a0f8679baa430ed780e	32163	NORMAL	Dwarven Village	57	32000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/32163.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.8e0d7a5aa0299a64c760cab6	spawn.5412dd42579f6907270a5492	dest.855c51b556858fd61626fb89	30878	NORMAL	Heine	57	8500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30878.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.8e4c2ffeb8cfa410534a140b	spawn.0ee92d8baebbdfb84d872803	dest.b4e915ca986cbd3d6d092b51	30576	NOBLES_TOKEN	Coliseum	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30576.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8e66a2ab3a31cfa9ddcef1ce	spawn.225f71006ebb17519e83d824	dest.daad063fdf5efe3330432033	35400	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35400.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8e86bbc7df4eb52e408c2217	spawn.8118b73cdef3dcf4862abdaa	dest.cb2469dc00b61367686fc5e5	30177	NOBLES_TOKEN	Timak Outpost	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30177.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8eada00ec197e11810b64e2f	spawn.a770efb7978d4b0750493c37	dest.63633c1c0b2ce2aef3839369	32163	NOBLES_ADENA	Gludin Arena	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/32163.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8eb7f84a593f7abb5c7cab38	spawn.53daf53e61a9c22c37fed47a	dest.3ad69b95b15627cea3a73570	35403	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35403.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8edb1430e9ecc3360c1a7072			35758	OTHER	Dragon Valley	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Giran/Valley.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.8ee6f36ccd40c014a5f69ab8			50009	OTHER	Windy Hill	57	2600	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.8eead9f8a223f88f8326a671	spawn.f75b7c1fae3c3fd5a326d3d1	dest.99c640dbaf880872599d4081	35384	OTHER	Ant Nest	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludio/35384.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8eebe8383d5c72fd3bc5e2c1	spawn.fe4abeeb44898d28325a3af7	dest.ecd982a3f5b0851c65fc7acc	35566	OTHER	Shyeed's Cavern	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35566.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f0f6ce0c70d970358dedc66	spawn.4ec7694f186463a9bd00e694	dest.84cfda71508181370e4e1e94	30059	NOBLES_ADENA	Execution Grounds	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30059.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8f1dc006cb41b075e7b07769	spawn.2e13a53efd4758e4bf313f37	dest.84fddc45bf299ba53671698b	35316	OTHER	The Center of Alligator Island	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35316.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f1de1439af58a8147fa2eca	spawn.5374d10b1c24ca1d9b7abce3	dest.4dabd6c8c91e05fef87b95ff	30848	NOBLES_ADENA	Tower of Insolence, 5th Floor	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30848.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.8f30bc02f5add188c8709d16	spawn.fdab72a0711244aa7ea31905	dest.a3583d08fed318411cb80048	35578	OTHER	North Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35578.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f40706ef45cb0e59e644688	spawn.32a71cec01cdd84fa8a137c1	dest.73d95e62e340959135760e43	35421	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35421.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f63143e6e0c96f99186970b	spawn.8f898e9323d8bc8d455702ae	dest.3cdec53346a7ae73ca1e502c	35392	OTHER	South Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35392.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f8405f44e8b99170c8b8242	spawn.e2e5ff02c1d400171ece5c9a	dest.0ac3493b70b347f7cea851c4	35584	OTHER	East Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Schuttgart/35584.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8f8478ad7dafac468e37cadb			50009	OTHER	Pavel Ruins	57	5300	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.8f963a09070fa2c237879881	spawn.f0661c33c791776d4947d764	dest.c02ff1a1405a1f324bed3c57	35405	OTHER	Entrance to Floran Village	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35405.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8fb7998147c68a43552ffcca			35796	OTHER	Front of the Oren Castle Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Oren/Ivory.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.8fc408c4a8db4e6e0316f5c4	spawn.c0b873d134bb3c21062e4c73	dest.3ad69b95b15627cea3a73570	35407	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35407.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.8fc96b724c4aa577c4dc5484	spawn.d74c52e771072d3a8bd200eb	dest.f2522fd691ccf61f81ae16ec	30899	NOBLES_TOKEN	Garden of Eva - 5th Level	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30899.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.900286f5c04c5da516ad6e70	spawn.2bd809ab31a9a654e3b3b585	dest.ecd982a3f5b0851c65fc7acc	35574	OTHER	Shyeed's Cavern	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35574.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.902fd42026f628d9e0f25c33			35796	OTHER	Fortress South Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Oren/Ivory.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.9060f20800a14537c7e90b97			36210	OTHER	Giant's Cave Upper Layer	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Aden/Western.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.9061a9a33376aaf2a4af63a4	spawn.e10830aef1c1222837ff89f1	dest.cb7747d72d17ad954f71a44b	35388	OTHER	North Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludio/35388.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.90901b45aeffb3c48608bf73	spawn.10d329274cbfb087ea2db790	dest.653ac2d8f6b28a78ecaad1f7	35441	OTHER	Ancient Battleground	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35441.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.90a984e4ac3e59adcb946b28	spawn.f75b7c1fae3c3fd5a326d3d1	dest.d668b665b9a70dd52f15f257	35384	OTHER	West Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludio/35384.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.90a9f9eeded02f41f57d9adf	spawn.57409152dc45255a045b7e02	dest.6676595954cf2ed972c63950	35100	OTHER	Windawood Manor	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35100.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.90efe352985421a02c01d547	spawn.eb2a0cf2960a2810f8a6efa9	dest.b4e915ca986cbd3d6d092b51	30080	NOBLES_ADENA	Coliseum	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30080.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.9153c3c22eff89f8fd331c41	spawn.f0661c33c791776d4947d764	dest.324727a73f04d8692dcb2325	35405	OTHER	South Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35405.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.91a36619d4a8aee2edced87b	spawn.7fe4fccf106f29ddae8f16ac	dest.827b878e44b9606a4f2455ad	31118	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31118.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.91b87be3c3d53c940f8877b9	spawn.978f8bbec92e2b221b7df148	dest.63633c1c0b2ce2aef3839369	31320	NOBLES_TOKEN	Gludin Arena	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31320.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.91c9da3f887806a2b9f55ff3	spawn.d74c52e771072d3a8bd200eb	dest.75c9d3fb9a76edd9c2a47378	30899	NORMAL	The Town of Giran	57	7600	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30899.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.91cf99c29e715336ff5a08e4	spawn.53daf53e61a9c22c37fed47a	dest.324727a73f04d8692dcb2325	35403	OTHER	South Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35403.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.92013cee61ab501abc60bd0d	spawn.d74c52e771072d3a8bd200eb	dest.27eb3b47617b2db73b423713	30899	NORMAL	Town of Oren	57	50000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30899.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.9206af120a531df08cf41be7	spawn.83721c9bc3233206a7157ff8	dest.6f3a60479d83bd2b62c9846a	35449	OTHER	Forest of Mirrors	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35449.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.924083c528386158248de3fd	spawn.059e5b56c979c574aceb06da	dest.b4e915ca986cbd3d6d092b51	30233	NOBLES_TOKEN	Coliseum	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30233.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.92627c30e7a0d5c251a4bef8	spawn.e5d13b091f3fbcdcd0c90dd5	dest.80d0bbcf9155ac3f563b0893	30484	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/30484.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.9279007c7107c4d46b4a4610	spawn.11dc895457edc7c75c3020b1	dest.a7d70223c9cd7825a981a671	4320	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/4320.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.92c16c7d50c73e30679b59f8	spawn.059e5b56c979c574aceb06da	dest.6f3a60479d83bd2b62c9846a	30233	NORMAL	Forest of Mirrors	57	2000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30233.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.92db19e0e1729ce707066d58	spawn.10d329274cbfb087ea2db790	dest.7274cd1debd7911af23ba5ff	35441	OTHER	Forsaken Plains	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35441.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.92e855f1579d790d9bf35ed5			50009	OTHER	Wastelands	57	3400	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.9311aea32794d259285e8188	spawn.60b0bd146bdae93cac087550	dest.5a0d077c20ed859c8956841e	4323	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/4323.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.933c63373903ecea88f48837	spawn.f3a49ab4f7a73dfdea27ae5e	dest.b5edee75f7edd44ad47a86fe	35463	OTHER	North Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Goddard/35463.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.93a6e80aef48b51f1f2ab96b	spawn.ea01e40d6590c4c626ba7ac8	dest.b4a1ae4df8c995cd286084c9	35180	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/doorman/35180.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.93d3c9a1cc77cf7fadefc524	spawn.ec84dfd485d64270dab85c56	dest.9c5be74df9759b32cc4ea701	30134	NORMAL	The Dwarven Village	57	22000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30134.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.93e91cee5708518de56e8e07	spawn.2bd809ab31a9a654e3b3b585	dest.a3583d08fed318411cb80048	35574	OTHER	North Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35574.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.93f6cb9e21a492b5f292a4d9	spawn.feba12b7316747ddc0513f28	dest.6c18e2620e8632b13194d3b1	31115	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31115.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.94068f2a15af00ad7ef6d738	spawn.536b8b380e5672dadbe8c479	dest.e2fb009645f82b848a08cb77	35570	OTHER	South Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35570.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.943171120ce3b50e4fafbda0	spawn.f0661c33c791776d4947d764	dest.3ad69b95b15627cea3a73570	35405	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35405.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.944dabb29525367a852e1e1c	spawn.f75b7c1fae3c3fd5a326d3d1	dest.cb7747d72d17ad954f71a44b	35384	OTHER	North Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludio/35384.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.94576682fbca07648ef964cf	spawn.2a787cc9cdde95ebc2288fe1	dest.73d95e62e340959135760e43	35443	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35443.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.94871f2228dca7a01dd097b7	spawn.d74c52e771072d3a8bd200eb	dest.bbf2a0181e750c164a07fd70	30899	NOBLES_TOKEN	Field of Whispers Center	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30899.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.94898d7ef3bb4939b7b7d54d	spawn.0ee92d8baebbdfb84d872803	dest.63633c1c0b2ce2aef3839369	30576	NOBLES_ADENA	Gludin Arena	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30576.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.94a38ccf0caf7d5c33ae8615	spawn.4ec7694f186463a9bd00e694	dest.63633c1c0b2ce2aef3839369	30059	NOBLES_ADENA	Gludin Arena	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30059.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.94aeeeb3b81c681747528978			36286	OTHER	Fortress North Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Innadril/Aaru.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.94bb10e647b791df280c77df	spawn.c3b887fab1e752991ad6afef	dest.cfa4004813a8a44cec36df03	35465	OTHER	Entrance to the Forge of the Gods	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Goddard/35465.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.9500a80b3c12ee28d9c534a1	spawn.94983ae1f1c3f9665c08d90a	dest.4b5c5793c1f48563fea006af	35461	OTHER	Wall of Argos	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Goddard/35461.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.95761f38cb0a545e750b077d	spawn.3f94b4ec9d3dbb2e1b66b6de	dest.81c804187a28c4ccb8e7fe12	31964	NOBLES_TOKEN	Frost Lake	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31964.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.9579455fc60efec3f815655f	spawn.83721c9bc3233206a7157ff8	dest.25e28532f79c5963d8bce2a5	35449	OTHER	Enchanted Valley, Southern Region	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35449.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.9588635e005c26255ef06c60			32648	OTHER		57	10000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/32648.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.95b61648722271dca42812d8	spawn.0d0a9a2d256340462e548ace	dest.c8fc06108a2386fe7db50f9d	30320	NOBLES_TOKEN	Center of the Forgotten Temple	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30320.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.95e44cd309c1aa27c3e90cd3	spawn.cd48f4a126ad9fb6d9a60ca2	dest.93ad6ca8890c6feec8e9eb10	30540	NORMAL	Mithril Mines Western Entrance	57	11000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30540.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.95eca314581ab414e8a07ccf	spawn.978f8bbec92e2b221b7df148	dest.75c9d3fb9a76edd9c2a47378	31320	NORMAL	The Town of Giran	57	59000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/31320.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.9600c4a0ddfbeb6025fc238b			35896	OTHER	Fortress West Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Innadril/WhiteSands.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.960332a23eeff7dd37790801			35796	OTHER	Oren Town Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Oren/Ivory.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.96360ed19e70c2135068160c			36248	OTHER	Giran Town Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Aden/Hunter.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.96372a0cb8e210a6e555c3ca			36172	OTHER	Fortress East Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Oren/Antharas.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.963850a254b38d7341acb153	spawn.eb2a0cf2960a2810f8a6efa9	dest.2282299c3e647487367387f9	30080	NOBLES_TOKEN	Hardin's Private Academy	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30080.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.96427097fe75b54f7e7fb549	spawn.c856f94f97d537f5182cb047	dest.ece380f1a445840742cab73f	35142	OTHER	Plains of Dion	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35142.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.966f3768f8dc4f0e19c5374c	spawn.4ec7694f186463a9bd00e694	dest.59f43042dc8b40da160030ba	30059	NORMAL	Fortress of Resistance	57	1700	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30059.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.96e437fade794c1b5f61a08e	spawn.57409152dc45255a045b7e02	dest.6c144d4e5505a5b882dcebe0	35100	OTHER	Ruins of Despair	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35100.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.971a05c60f363e18e634db9f	spawn.26c851bd7b56e4e54a1080ab	dest.2125cf8554de79ab3d5b500f	35445	OTHER	Anghel Waterfall	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35445.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
