source_family	coverage_key	entrance_status	entrance_kind	outside_anchor	inside_anchor	door_ids	door_default_statuses	floor_key	transition_source	geodata_status	planner_status	blocker	instance_id	room_territory	zone_refs	evidence_refs
CatacombOfTheWitch	78f753890e270ff7e50bd97b11d403e195aaede3087870eb590dc0a09d7d55dc	UNPROVEN						z:-5464:-5264		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5464:-5264:150787,85027|151400,85027|151400,85664|150787,85664	ssq13_2420_ssq30	data/spawns/Catacombs/CatacombOfTheWitch.xml|TOPOLOGY_CANDIDATES.tsv:78f753890e270ff7e50bd97b11d403e195aaede3087870eb590dc0a09d7d55dc
NecropolisOfTheSaints	78f969afd9b10da798464d80f3a08ea94de50ac922c68e68cfd17598fd38351a	UNPROVEN						z:-5476:-5276		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5476:-5276:88848,219199|89448,219199|89444,219843|88856,219839	ssq08_2224_ssq25	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:78f969afd9b10da798464d80f3a08ea94de50ac922c68e68cfd17598fd38351a
NecropolisOfWorship	7990e5adbbcd8347f0d3d636c4e0c395b9cdbc116a2ab7dbfdcf50e99b3d9e52	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:116960,183996|117612,183996|117612,184648|116960,184648	ssq09_2323_ssq25	data/spawns/Catacombs/NecropolisOfWorship.xml|TOPOLOGY_CANDIDATES.tsv:7990e5adbbcd8347f0d3d636c4e0c395b9cdbc116a2ab7dbfdcf50e99b3d9e52
TowerOfInsolence	79fb02dd5bf06a305b3867705014763e51ea450e8e20e5f147665b972d587618	UNPROVEN						z:4943:5293		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:4943:5293:113580,16847|113835,17111|113504,17468|113226,17194	aden41_2318_02	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:79fb02dd5bf06a305b3867705014763e51ea450e8e20e5f147665b972d587618
CatacombOfTheApostate	7a578e8eaccc938841ee3582dc914fc003c3644c152c776528f783bba420c281	UNPROVEN						z:-8202:-8052		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-8202:-8052:-15928,-245394|-15279,-245396|-15271,-244788|-15927,-244791	ssq11_2220_ssq12	data/spawns/Catacombs/CatacombOfTheApostate.xml|TOPOLOGY_CANDIDATES.tsv:7a578e8eaccc938841ee3582dc914fc003c3644c152c776528f783bba420c281
TowerOfInsolence	7ab80eb28ebca089ca50c74175a18fe32717a68bbc8aa71081e19b0f610381f1	UNPROVEN						z:5956:6156		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:5956:6156:114336,18117|114967,18117|115155,18880|114148,18880	aden28_2318_10	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:7ab80eb28ebca089ca50c74175a18fe32717a68bbc8aa71081e19b0f610381f1
NecropolisOfWorship	7afcb02ec83ea380db585fb78f3581469fd5a7ebbaf1f8f1fbacaebca3613cb2	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:111512,176699|112963,176699|112963,177354|111512,177354	ssq09_2323_ssq02	data/spawns/Catacombs/NecropolisOfWorship.xml|TOPOLOGY_CANDIDATES.tsv:7afcb02ec83ea380db585fb78f3581469fd5a7ebbaf1f8f1fbacaebca3613cb2
TowerOfInsolence	7b2db06d73589ca0009eb1d301de548c4b1d17aec3f9a6798605dc5a6d0f7acd	UNPROVEN				23180005|23180006	close|close	z:6948:7148		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:6948:7148:113468,14144|114724,15352|113972,16116|112712,14844	aden29_2318_08	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:7b2db06d73589ca0009eb1d301de548c4b1d17aec3f9a6798605dc5a6d0f7acd|data/Doors.xml#23180005|data/Doors.xml#23180006
NecropolisOfWorship	7c350a6b37163be0239bc8aeef100edb1ff9b66e80d97f6d17d874a95e4689b3	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:121561,173689|122214,173689|122214,174341|121561,174341	ssq09_2323_ssq16	data/spawns/Catacombs/NecropolisOfWorship.xml|TOPOLOGY_CANDIDATES.tsv:7c350a6b37163be0239bc8aeef100edb1ff9b66e80d97f6d17d874a95e4689b3
CatacombOfTheApostate	7c5628622e705f7eb1738296bcb08b2e5d4acb891d2e3f67b7b152ff50ea1547	UNPROVEN						z:-8194:-8044		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-8194:-8044:-15918,-251083|-15280,-251087|-15279,-250483|-15919,-250491	ssq11_2220_ssq08	data/spawns/Catacombs/CatacombOfTheApostate.xml|TOPOLOGY_CANDIDATES.tsv:7c5628622e705f7eb1738296bcb08b2e5d4acb891d2e3f67b7b152ff50ea1547
NecropolisOfSacrifice	7c6e748edc33a7a99e9eb3cc9b3ad8236f019a14a14d051369ed9d1f5d22fb5f	UNPROVEN						z:-5125:-4975		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5125:-4975:-47588,210923|-46949,210923|-46947,211508|-47574,211509	ssq01_1824_ssq37	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:7c6e748edc33a7a99e9eb3cc9b3ad8236f019a14a14d051369ed9d1f5d22fb5f
CatacombOfDarkOmens	7dfc2c399528baa43266e8c624430b3df77c51b3bb27d6f65547b4b3af53af63	UNPROVEN						z:-4932:-4732		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4932:-4732:-13716,17840|-13080,17836|-13088,18412|-13676,18408	ssq03_1918_ssq11	data/spawns/Catacombs/CatacombOfDarkOmens.xml|TOPOLOGY_CANDIDATES.tsv:7dfc2c399528baa43266e8c624430b3df77c51b3bb27d6f65547b4b3af53af63
NecropolisOfTheSaints	7e9733ead1355749a2961b0e276a04adf1df331b246ea20b762f4849b03772fb	UNPROVEN						z:-5476:-5276		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5476:-5276:90184,219180|91528,219200|91524,219860|90172,219844	ssq08_2224_ssq22	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:7e9733ead1355749a2961b0e276a04adf1df331b246ea20b762f4849b03772fb
CatacombOfDarkOmens	7f454d5811f41b890ec042792bd330a83e0852b3f542269e6cbeb1749cdff084	UNPROVEN						z:-4940:-4740		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4940:-4740:-12448,15256|-10548,15252|-10556,15932|-12428,15904	ssq03_1918_ssq13	data/spawns/Catacombs/CatacombOfDarkOmens.xml|TOPOLOGY_CANDIDATES.tsv:7f454d5811f41b890ec042792bd330a83e0852b3f542269e6cbeb1749cdff084
TowerOfInsolence	7f80d8980ae00ec702cadf9323fa41b5cb405300ac44c0bd1f691a55e5631e0a	UNPROVEN						z:-5136:-4936		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5136:-4936:116004,16464|116932,16612|116540,17564|116052,18008|115224,18440|114996,17440	aden33_2318_03	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:7f80d8980ae00ec702cadf9323fa41b5cb405300ac44c0bd1f691a55e5631e0a
NecropolisOfTheDisciples	7fd4873b14003bbd5d09e0ddb9bac2a455a1c56f48af09509e498630fde216f7	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:176192,-15248|177655,-15248|177655,-14551|176192,-14551	ssq14_2517_ssq06	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:7fd4873b14003bbd5d09e0ddb9bac2a455a1c56f48af09509e498630fde216f7
DevilsIsle	7fe0706d470228a62720986855a125848ec58eeb01c4f0eefbbacd2d8bcc75c8	UNPROVEN						z:-3632:-3432		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3632:-3432:45467,210166|47622,209897|48052,210294|47959,211029|46123,211234|45549,211055|45316,210481	giran08_2124_026	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:7fe0706d470228a62720986855a125848ec58eeb01c4f0eefbbacd2d8bcc75c8
TowerOfInsolence	7ffe5c84d595e689e79b19d10be8bd133d976750d480a32268937ee7a7161ac2	UNPROVEN						z:4941:5291		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:4941:5291:114638,16375|114851,16819|114387,17230|114288,17839|113621,17548	aden41_2318_03	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:7ffe5c84d595e689e79b19d10be8bd133d976750d480a32268937ee7a7161ac2
CatacombOfTheApostate	802a326016a398cb5b4a5d63fc168bdddf5f6c1fad2a185587f96785e65114dd	UNPROVEN						z:-8176:-8026		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-8176:-8026:-19387,-249962|-18729,-249958|-18735,-249368|-19383,-249370	ssq11_2220_ssq06	data/spawns/Catacombs/CatacombOfTheApostate.xml|TOPOLOGY_CANDIDATES.tsv:802a326016a398cb5b4a5d63fc168bdddf5f6c1fad2a185587f96785e65114dd
NecropolisOfTheSaints	809f5e4ba10b73180dd208d8cb6d3851a6882386fe1a37280f48e682f36471ef	UNPROVEN						z:-5484:-5284		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5484:-5284:85572,208848|86940,208856|86944,209528|85584,209516	ssq08_2224_ssq06	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:809f5e4ba10b73180dd208d8cb6d3851a6882386fe1a37280f48e682f36471ef
CatacombOfTheBranded	80e4b1c9dcbb766b46f9b0ec5bd86f99f0a0fba3eb657d9bcce27cf0f49f6bf5	UNPROVEN						z:-5018:-4868		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5018:-4868:48772,177778|50603,177778|50600,178437|48761,178448	ssq05_2123_ssq19	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:80e4b1c9dcbb766b46f9b0ec5bd86f99f0a0fba3eb657d9bcce27cf0f49f6bf5
CatacombOfTheBranded	8197e4ee3f62cb09661b7bd469c4bbf01fd8ed893918823614a7d74e7ec8f61f	UNPROVEN						z:-5011:-4861		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5011:-4861:56566,180307|57198,180304|57202,180912|56568,180902	ssq05_2123_ssq23	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:8197e4ee3f62cb09661b7bd469c4bbf01fd8ed893918823614a7d74e7ec8f61f
NecropolisOfDevotion	8207454758980f05f3d773a4b894c8fa5d01b024f06ca6a26b2ef22249208c89	UNPROVEN						z:-4777:-4627		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4777:-4627:-42879,86939|-41569,86947|-41573,87591|-42873,87590	ssq02_1820_ssq21	data/spawns/Catacombs/NecropolisOfDevotion.xml|TOPOLOGY_CANDIDATES.tsv:8207454758980f05f3d773a4b894c8fa5d01b024f06ca6a26b2ef22249208c89
IvoryTower	826227efbf2948c04487057bd960297ace2de34c8f9549a58e8774fd20a8e1f9	UNPROVEN						z:-3684:-3484		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3684:-3484:87092,24592|89076,24576|90572,24784|89820,25680|86984,25836	oren30_2218_10s	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:826227efbf2948c04487057bd960297ace2de34c8f9549a58e8774fd20a8e1f9
IvoryTower	836b18073c7b36f772a1be511371c3e9a4beadb17fc64a8472b4ee9f25dee336	UNPROVEN						z:-3784:-3384		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3784:-3384:76124,21648|78024,21444|78024,23672|75892,25312	oren30_2218_14s	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:836b18073c7b36f772a1be511371c3e9a4beadb17fc64a8472b4ee9f25dee336
NecropolisOfMartyrdom	8479ef4ef6bf91c5436a2c5fa4e157e7892bf48e58f704ac4c9d1d03ea4a8949	UNPROVEN						z:-4864:-4664		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4864:-4664:124063,132467|124667,132459|124655,133111|124064,133107	ssq10_2322_ssq14	data/spawns/Catacombs/NecropolisOfMartyrdom.xml|TOPOLOGY_CANDIDATES.tsv:8479ef4ef6bf91c5436a2c5fa4e157e7892bf48e58f704ac4c9d1d03ea4a8949
DevilsIsle	854e7ba9648bfb44a6bd4bdce7f22b29ff3b541fcae131819401ec43b1ba1313	UNPROVEN						z:-3964:-3364		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3964:-3364:55250,210873|55762,211217|55934,212274|55686,212533|54639,212740|54276,212407|54160,211696|54332,211108	giran08_2124_088	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:854e7ba9648bfb44a6bd4bdce7f22b29ff3b541fcae131819401ec43b1ba1313
CatacombOfTheHeretic	8551e5f54dd93d0a5c2a517f25ecf403fca63a285025defeeb9c03cb1fd615ce	UNPROVEN						z:-7941:-7791		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7941:-7791:-47451,-240285|-46858,-240291|-46861,-239653|-47452,-239654	ssq06_2122_ssq19	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:8551e5f54dd93d0a5c2a517f25ecf403fca63a285025defeeb9c03cb1fd615ce
CatacombOfDarkOmens	86b6d12a1bbaf7be0e157b05d5dbaa5742f00c7e5370a49930d8b68cb9457f87	UNPROVEN						z:-4932:-4732		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4932:-4732:-9084,18868|-8484,18892|-8488,19528|-9084,19548	ssq03_1918_ssq21	data/spawns/Catacombs/CatacombOfDarkOmens.xml|TOPOLOGY_CANDIDATES.tsv:86b6d12a1bbaf7be0e157b05d5dbaa5742f00c7e5370a49930d8b68cb9457f87
NecropolisOfDevotion	86bfc47323b1b2f75cc689838f2f8b99ded18c0fe30799234e9dc998287e88cc	UNPROVEN						z:-4778:-4628		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4778:-4628:-49989,78774|-48655,78780|-48659,79435|-49992,79418	ssq02_1820_ssq06	data/spawns/Catacombs/NecropolisOfDevotion.xml|TOPOLOGY_CANDIDATES.tsv:86bfc47323b1b2f75cc689838f2f8b99ded18c0fe30799234e9dc998287e88cc
NecropolisOfThePatriots	86ccd96e16d27702d29add3f96eefe62feaa500de415f3de0bb030ca99fc250e	UNPROVEN						z:-5207:-5057		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5207:-5057:-21627,84032|-19836,84025|-19834,84678|-21631,84670	ssq03_1920_ssq31	data/spawns/Catacombs/NecropolisOfThePatriots.xml|TOPOLOGY_CANDIDATES.tsv:86ccd96e16d27702d29add3f96eefe62feaa500de415f3de0bb030ca99fc250e
CatacombOfTheBranded	871f824b82a0cd7eca5eb52def9ac701d1e96799d80d700cb1b95f5f379b2640	UNPROVEN						z:-4992:-4842		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4992:-4842:50891,180292|51490,180292|51483,180923|50888,180921	ssq05_2123_ssq20	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:871f824b82a0cd7eca5eb52def9ac701d1e96799d80d700cb1b95f5f379b2640
NecropolisOfTheSaints	884387a7ac45d5c40571626df2749d986146c84b72b15636bf5c552251ec2841	UNPROVEN						z:-5476:-5276		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5476:-5276:88837,214578|89437,214578|89433,215222|88845,215218	ssq08_2224_ssq29	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:884387a7ac45d5c40571626df2749d986146c84b72b15636bf5c552251ec2841
CatacombOfTheForbiddenPath	884eceed8a8e551b905f2f701d22028b2f3e910fc5eb2ffe414d91692c314a19	UNPROVEN						z:-9612:-9412		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-9612:-9412:18338,-248817|18934,-248801|18934,-248169|18342,-248157	ssq12_2320_ssq09	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml|TOPOLOGY_CANDIDATES.tsv:884eceed8a8e551b905f2f701d22028b2f3e910fc5eb2ffe414d91692c314a19
DevilsIsle	88a99d2166a845e449a21e588f005d89c57c41cfca6a08eba3fef00ca90dfd21	UNPROVEN						z:-3788:-3588		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3788:-3588:43447,209837|43776,209816|44274,210102|44290,210816|43352,210867|43006,210651|43006,210002	giran08_2124_029	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:88a99d2166a845e449a21e588f005d89c57c41cfca6a08eba3fef00ca90dfd21
IvoryTower	88cebd072cae93586e45269199ed5b8c53f92d8ea343eca7e33399069fb50234	UNPROVEN						z:-5348:-5048		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5348:-5048:79892,15052|82008,15024|84252,20204|82604,22312|80436,20496|79172,18188	oren01_qm2218_01	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:88cebd072cae93586e45269199ed5b8c53f92d8ea343eca7e33399069fb50234
DevilsIsle	88e3561b0e2a4a9fd5f2e3f59bd490d323f5ad9a0c4b8919eb787b1084917de3	UNPROVEN						z:-3800:-3600		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3800:-3600:45103,213855|46096,213838|46303,214020|46206,214658|45479,214679	giran08_2124_041	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:88e3561b0e2a4a9fd5f2e3f59bd490d323f5ad9a0c4b8919eb787b1084917de3
NecropolisOfTheDisciples	896000f461abfd4566de4180cf54fb9a2c66e2ac1c3d5afbcf80f7fc0f170f3a	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:176932,-13301|177594,-13295|177594,-12679|176932,-12685	ssq14_2517_ssq07	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:896000f461abfd4566de4180cf54fb9a2c66e2ac1c3d5afbcf80f7fc0f170f3a
DevilsIsle	89c65b1f432cc04d377d0d234a97ceb72e3c740e32ae812a8bbf5284841cadb8	UNPROVEN						z:-3632:-3432		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3632:-3432:49156,219671|49775,219367|50478,219833|49993,220764|49237,221006|48781,220949|48667,220208	giran08_2124_056	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:89c65b1f432cc04d377d0d234a97ceb72e3c740e32ae812a8bbf5284841cadb8
ImperialTomb	8a09c0c169c64214e17f02473b122a8fdce16e5f54939a9e845496e4788b18ab	UNPROVEN						z:-6011:-5711		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-6011:-5711:183299,-84273|184050,-84275|184080,-83473|183288,-83466	godard14_2515_20	data/spawns/Goddard/ImperialTomb.xml|TOPOLOGY_CANDIDATES.tsv:8a09c0c169c64214e17f02473b122a8fdce16e5f54939a9e845496e4788b18ab
NecropolisOfThePilgrims	8a0d3904dd13cfafb9fe0ec4bf28b336933d352afc7e32d9b33d1b14bfc11f6b	UNPROVEN						z:-5445:-5295		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5445:-5295:55240,123240|55867,123235|55866,123837|55242,123826	ssq07_2121_ssq17	data/spawns/Catacombs/NecropolisOfThePilgrims.xml|TOPOLOGY_CANDIDATES.tsv:8a0d3904dd13cfafb9fe0ec4bf28b336933d352afc7e32d9b33d1b14bfc11f6b
TowerOfInsolence	8ae09d0670f968dec80834b9a02c48b9b3fd6b530ae9067d880f4445cd17ea47	UNPROVEN						z:2956:3156		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:2956:3156:113672,16116|113864,15608|114312,15368|114800,15560|115032,16092|114864,16564|114408,16792|113924,16660	aden39_2318_p01	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:8ae09d0670f968dec80834b9a02c48b9b3fd6b530ae9067d880f4445cd17ea47
NecropolisOfThePilgrims	8b7069c5c6bc7659d2706bddbd2fa6321d4475934d058188721aaf83d7773839	UNPROVEN						z:-5446:-5296		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5446:-5296:55233,118638|55862,118635|55863,119233|55236,119234	ssq07_2121_ssq20	data/spawns/Catacombs/NecropolisOfThePilgrims.xml|TOPOLOGY_CANDIDATES.tsv:8b7069c5c6bc7659d2706bddbd2fa6321d4475934d058188721aaf83d7773839
NecropolisOfTheSaints	8bbe04371658abf29fd994fba76fd813389ad1379b7b3c4b1571aa7a0bce145e	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:92156,208836|92840,208840|92812,210196|92164,210200	ssq08_2224_ssq12	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:8bbe04371658abf29fd994fba76fd813389ad1379b7b3c4b1571aa7a0bce145e
NecropolisOfWorship	8bf5c9ab497b55dd2b3d5e831d86425c5e3539c33d0250e49a2350d532a29d55	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:116931,180365|118383,180365|118383,181020|116931,181020	ssq09_2323_ssq20	data/spawns/Catacombs/NecropolisOfWorship.xml|TOPOLOGY_CANDIDATES.tsv:8bf5c9ab497b55dd2b3d5e831d86425c5e3539c33d0250e49a2350d532a29d55
NecropolisOfSacrifice	8ceba941fa7876d6a28cdb8a1950a3590ea6bfaf6c6cd2b51584c53f3ee0f876	UNPROVEN						z:-5122:-4972		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5122:-4972:-44012,218008|-43345,218011|-43356,219814|-44013,219791	ssq01_1824_ssq17	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:8ceba941fa7876d6a28cdb8a1950a3590ea6bfaf6c6cd2b51584c53f3ee0f876
IvoryTower	8d4153ce23c75d9e574fc98fe45fad9a5e36c476f0b97ede27ccca32667ce485	UNPROVEN						z:-3656:-3456		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3656:-3456:81212,23856|84432,24668|83220,26232|81664,26016	oren30_2218_13s	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:8d4153ce23c75d9e574fc98fe45fad9a5e36c476f0b97ede27ccca32667ce485
CatacombOfDarkOmens	8e0887e961bc1591c6c86bfe5b8c2b8df9bb17d6f6f9e45e3b4ff270b7707f6a	UNPROVEN						z:-4940:-4740		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4940:-4740:-9116,13220|-8440,13204|-8488,13788|-9100,13808	ssq03_1918_ssq18	data/spawns/Catacombs/CatacombOfDarkOmens.xml|TOPOLOGY_CANDIDATES.tsv:8e0887e961bc1591c6c86bfe5b8c2b8df9bb17d6f6f9e45e3b4ff270b7707f6a
TowerOfInsolence	8e0b749a8334003e9d88a0c5eef301e220d7c83e40680c62d7ee5e8b9e6801d3	UNPROVEN						z:7960:8160		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:7960:8160:114896,14828|115324,15012|114988,15364|114256,15356|114024,14996|114392,14828	aden30_2318_05	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:8e0b749a8334003e9d88a0c5eef301e220d7c83e40680c62d7ee5e8b9e6801d3
NecropolisOfThePilgrims	8e15c857afc41fd76cb6a2f8d9d66fa30fde8cce76ce37d1a4eebf32534224a7	UNPROVEN						z:-5449:-5299		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5449:-5299:48285,120029|50093,120046|50092,120694|48284,120697	ssq07_2121_ssq10	data/spawns/Catacombs/NecropolisOfThePilgrims.xml|TOPOLOGY_CANDIDATES.tsv:8e15c857afc41fd76cb6a2f8d9d66fa30fde8cce76ce37d1a4eebf32534224a7
NecropolisOfThePatriots	8e1ca3afe95a535a3b94ef764f66a700c838156fcad46b6067ad6822179dca28	UNPROVEN						z:-5207:-5057		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5207:-5057:-16019,78438|-15363,78436|-15369,79741|-16044,79747	ssq03_1920_ssq13	data/spawns/Catacombs/NecropolisOfThePatriots.xml|TOPOLOGY_CANDIDATES.tsv:8e1ca3afe95a535a3b94ef764f66a700c838156fcad46b6067ad6822179dca28
TowerOfInsolence	8e322dae5c6d372f9bad251f2a49d8fb96c2d4b05d086eb82f2727941510c8c8	UNPROVEN						z:7960:8160		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:7960:8160:113540,15472|113916,15788|113948,16504|113588,16760|113400,16300|113400,15828	aden30_2318_04	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:8e322dae5c6d372f9bad251f2a49d8fb96c2d4b05d086eb82f2727941510c8c8
